"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: aResourcesXitem","Param: bDifficulty","Param: cSample"
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,14.677101,NaN,"ms/op",OR10x250-,0.50,_8
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,16.832406,NaN,"ms/op",OR10x250-,0.50,_9
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,11.022583,NaN,"ms/op",OR10x250-,0.50,_10
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,4.919181,NaN,"ms/op",OR10x250-,0.75,_1
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,4.946996,NaN,"ms/op",OR10x250-,0.75,_2
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,5.698839,NaN,"ms/op",OR10x250-,0.75,_3
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,7.141783,NaN,"ms/op",OR10x250-,0.75,_4
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,5.470187,NaN,"ms/op",OR10x250-,0.75,_5
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,7.841374,NaN,"ms/op",OR10x250-,0.75,_6
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,7.316538,NaN,"ms/op",OR10x250-,0.75,_7
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,6.222944,NaN,"ms/op",OR10x250-,0.75,_8
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,6.910204,NaN,"ms/op",OR10x250-,0.75,_9
"be.ac.ulb.kubedaar.knapsack.problem.berk.MyBenchmark.iTestToyodaFI","avgt",1,1,8.551482,NaN,"ms/op",OR10x250-,0.75,_10
